Phyla,Species,antimicrobial-resistance,Biofilm-formation,Human-pathogenicity,Thermophile,Radiation-resistance,Spore-formation
Ascomycota,Pyrenochaeta sp.,0,0,0,1,0,0
Ascomycota,Pyrenophora seminiperda,0,0,0,1,0,0
Ascomycota,Pyrenophora teres,0,0,0,1,0,0
Ascomycota,Pyrenophora tritici repentis,0,0,0,1,0,0
Ascomycota,Pyricularia grisea,0,0,0,1,0,0
Ascomycota,Pyricularia oryzae,0,0,0,0,0,0
Basidiomycota,Pyrrhoderma noxium,0,0,0,0,0,0
Ascomycota,Rachicladosporium sp.,0,0,0,1,0,0
Glomeromycota,Racocetra fulgida,0,0,0,1,0,0
Glomeromycota,Racocetra persica,0,0,0,0,0,0
Ascomycota,Ramalina farinacea,0,0,0,1,0,0
Ascomycota,Ramularia collo cygni,0,0,0,1,0,0
Ascomycota,Recurvomyces mirabilis,0,0,0,1,0,0
Ascomycota,Rhexocercosporidium sp.,0,1,0,1,0,0
Chytridiomycota,Rhizoclosmatium globosum,0,0,0,0,0,0
Basidiomycota,Rhizoctonia solani,0,0,0,0,0,0
Ascomycota,Rhizodiscina lignyota,0,0,0,1,0,0
Glomeromycota,Rhizophagus clarus,0,0,0,0,0,0
Glomeromycota,Rhizophagus irregularis,0,0,0,0,0,0
Glomeromycota,Rhizophagus sp.,0,0,0,0,0,0
Chytridiomycota,Rhizophlyctis rosea,0,0,0,0,0,0
Basidiomycota,Rhizopogon vesiculosus,0,0,0,0,0,0
Basidiomycota,Rhizopogon vinicolor,0,0,0,0,0,0
Mucoromycota,Rhizopus azygosporus,0,0,0,1,0,0
Mucoromycota,Rhizopus delemar,0,0,0,1,0,0
Mucoromycota,Rhizopus oryzae,0,0,0,1,0,0
Mucoromycota,Rhizopus stolonifer,0,1,0,0,0,0
Basidiomycota,Rhodocollybia butyracea,0,0,0,0,0,0
Basidiomycota,Rhodofomes roseus,0,0,0,0,0,0
Basidiomycota,Rhodonia placenta,0,0,0,0,0,0
Basidiomycota,Rhodotorula diobovata,0,0,0,0,0,0
Basidiomycota,Rhodotorula graminis,0,0,0,0,0,0
Basidiomycota,Rhodotorula mucilaginosa,0,0,0,0,0,0
Basidiomycota,Rhodotorula paludigena,0,0,0,0,0,0
Basidiomycota,Rhodotorula sp.,0,0,0,0,0,0
Basidiomycota,Rhodotorula taiwanensis,0,0,0,0,0,0
Basidiomycota,Rhodotorula toruloides,0,0,0,0,0,0
Ascomycota,Rhynchosporium agropyri,0,0,0,1,0,0
Ascomycota,Rhynchosporium graminicola,0,0,0,1,0,0
Ascomycota,Rhynchosporium secalis,0,0,0,1,0,0
Ascomycota,Rhypophila decipiens,0,0,0,1,0,0
Basidiomycota,Rickenella mellea,0,0,0,0,0,0
Basidiomycota,Roridomyces roridus,0,1,0,0,0,0
Ascomycota,Rosellinia necatrix,0,0,0,0,0,0
Rozellomycota,Rozella allomycis,0,0,0,0,0,0
Basidiomycota,Russula earlei,0,0,0,0,0,0
Basidiomycota,Russula ochroleuca,0,0,0,0,0,0
Ascomycota,Rutstroemia sp.,0,0,0,1,0,0
Ascomycota,Saccharomyces arboricola,0,1,0,0,1,0
Ascomycota,Saccharomyces boulardii,0,0,0,1,1,0
Ascomycota,Saccharomyces eubayanus,0,0,0,1,1,0
Ascomycota,Saccharomyces uvarum,0,0,0,0,1,0
Ascomycota,Saccharomycodes ludwigii,0,0,0,0,1,0
Ascomycota,Saccharomycopsis crataegensis,0,1,0,0,1,0
Basidiomycota,Saitozyma podzolica,0,0,0,0,0,0
Basidiomycota,Saitozyma sp.,0,0,0,0,0,0
Ascomycota,Salinomyces thailandicus,0,0,0,1,0,0
Basidiomycota,Sanghuangporus baumii,0,0,0,0,0,0
Ascomycota,Sarea resinae,0,0,0,1,0,0
Ascomycota,Saxophila tyrrhenica,0,0,0,1,0,0
Ascomycota,Scedosporium apiospermum,0,0,0,1,0,0
Ascomycota,Scheffersomyces spartinae,0,0,0,0,0,0
Basidiomycota,Schizophyllum amplum,0,0,0,0,0,0
Basidiomycota,Schizophyllum commune,0,0,0,0,0,0
Basidiomycota,Schizopora paradoxa,0,0,0,0,0,0
Ascomycota,Schizosaccharomyces cryophilus,0,0,0,0,0,0
Ascomycota,Schizosaccharomyces octosporus,0,0,0,0,0,0
Ascomycota,Schizosaccharomyces osmophilus,0,0,0,0,0,0
Ascomycota,Schizosaccharomyces pombe,0,0,0,0,0,0
Ascomycota,Schizothecium vesticola,0,0,0,1,0,0
Basidiomycota,Scleroderma citrinum,0,1,0,0,0,0
Ascomycota,Sclerophora amabilis,0,0,0,1,0,0
Ascomycota,Sclerotinia borealis,0,0,0,1,0,0
Ascomycota,Sclerotinia nivalis,0,0,0,1,0,0
Ascomycota,Sclerotinia sclerotiorum,0,0,0,0,0,0
Ascomycota,Sclerotinia trifoliorum,0,0,0,1,0,0
Glomeromycota,Scutellospora calospora,0,0,0,0,0,0
Ascomycota,Scytalidium lignicola,1,1,0,1,0,0
Ascomycota,Scytalidium sp.,0,0,0,1,0,0
Ascomycota,Septoria linicola,0,0,0,1,0,0
Basidiomycota,Serendipita indica,0,0,0,0,0,0
Basidiomycota,Serendipita sp.,0,0,0,1,0,0
Basidiomycota,Serendipita vermifera,0,0,0,0,0,0
Basidiomycota,Serpula lacrymans,0,1,0,0,0,0
Ascomycota,Setomelanomma holmii,0,0,0,1,0,0
Basidiomycota,Sistotremastrum niveocremeum,0,0,0,0,0,0
Basidiomycota,Sistotremastrum suecicum,0,0,0,0,0,0
Mucoromycota,Smittium angustum,0,0,0,0,0,0
Mucoromycota,Smittium culicis,0,0,0,0,0,0
Mucoromycota,Smittium megazygosporum,0,0,0,0,0,0
Mucoromycota,Smittium mucronatum,0,0,0,0,0,0
Mucoromycota,Smittium simulii,0,0,0,0,0,0
Ascomycota,Sodiomyces alkalinus,0,0,0,0,0,0
Ascomycota,Sordaria brevicollis,0,0,0,1,0,0
Ascomycota,Sordaria macrospora,0,0,0,1,0,0
Ascomycota,Sordaria sp.,0,0,0,1,0,0
Basidiomycota,Sparassis crispa,0,0,0,0,0,0
Ascomycota,Spathaspora sp.,1,0,0,0,0,0
Ascomycota,Sphaceloma murrayae,0,0,0,1,0,0
Basidiomycota,Sphaerobolus stellatus,0,0,0,0,0,0
Ascomycota,Sphaerosporella brunnea,0,0,0,1,0,0
Ascomycota,Sphaerulina musiva,0,0,0,1,0,0
Basidiomycota,Sphagnurus paluster,0,1,0,0,0,0
Mucoromycota,Spiromyces aspiralis,0,0,0,1,0,0
Chytridiomycota,Spizellomyces punctatus,0,0,0,0,0,0
Chytridiomycota,Spizellomyces sp.,0,0,0,0,0,0
Basidiomycota,Sporidiobolus salmonicolor,0,0,0,0,0,0
Basidiomycota,Sporisorium graminicola,0,0,0,0,0,0
Basidiomycota,Sporisorium reilianum,0,0,0,0,0,0
Basidiomycota,Sporisorium scitamineum,0,0,0,0,0,0
Ascomycota,Sporothrix brasiliensis,0,0,0,1,0,0
Ascomycota,Sporothrix insectorum,0,0,0,1,0,0
Microsporidia,Spraguea lophii,0,0,0,0,0,0
Ascomycota,Stachybotrys chartarum,0,0,0,1,0,0
Ascomycota,Stachybotrys chlorohalonatus,0,0,0,1,0,0
Ascomycota,Stachybotrys elegans,0,0,0,1,0,0
Ascomycota,Staphylotrichum longicolle,0,0,0,1,0,0
Ascomycota,Staphylotrichum tortipilum,0,0,0,1,0,0
Ascomycota,Starmerella bacillaris,0,0,0,0,0,0
Basidiomycota,Steccherinum ochraceum,0,0,0,0,0,0
Ascomycota,Stemphylium lycopersici,0,0,0,1,0,0
Basidiomycota,Stereum hirsutum,0,0,0,0,0,0
Ascomycota,Sugiyamaella lignohabitans,0,1,0,0,0,0
Basidiomycota,Suillus discolor,0,0,0,0,0,0
Basidiomycota,Suillus fuscotomentosus,0,0,0,0,0,0
Basidiomycota,Suillus luteus,0,0,0,0,0,0
Basidiomycota,Suillus placidus,0,0,0,0,0,0
Basidiomycota,Suillus plorans,0,0,0,0,0,0
Basidiomycota,Suillus subaureus,0,0,0,0,0,0
Ascomycota,Sungouiella intermedia,0,1,0,1,1,0
Mucoromycota,Syncephalastrum racemosum,0,0,0,0,0,0
Zoopagomycota,Syncephalis pseudoplumigaleata,0,0,0,0,0,0
Chytridiomycota,Synchytrium endobioticum,0,0,0,0,0,0
Chytridiomycota,Synchytrium microbalum,0,0,0,0,0,0
Ascomycota,Talaromyces amestolkiae,0,0,0,1,0,0
Ascomycota,Talaromyces atroroseus,0,0,0,1,0,0
Ascomycota,Talaromyces cellulolyticus,0,0,0,1,1,0
Ascomycota,Talaromyces islandicus,0,0,0,1,0,0
Ascomycota,Talaromyces pinophilus,0,0,0,1,0,0
Ascomycota,Talaromyces proteolyticus,0,0,0,1,0,0
Ascomycota,Talaromyces rugulosus,0,0,0,1,0,0
Ascomycota,Talaromyces verruculosus,0,0,0,1,0,0
Ascomycota,Taphrina deformans,0,0,0,0,0,0
Ascomycota,Taxawa tesnikishii,0,0,1,1,0,0
Ascomycota,Teratosphaeria destructans,0,0,0,1,0,0
Ascomycota,Teratosphaeria nubilosa,0,0,0,1,0,0
Ascomycota,Teratosphaeriaceae sp.,0,0,0,1,1,0
Basidiomycota,Termitomyces sp.,0,0,0,0,0,0
Basidiomycota,Testicularia cyperi,0,0,0,0,0,0
Basidiomycota,Tetrapyrgos nigripes,0,1,0,0,0,0
Mucoromycota,Thamnidium elegans,0,0,0,0,0,0
Zoopagomycota,Thamnocephalis sphaerospora,0,0,0,0,0,0
Basidiomycota,Thanatephorus cucumeris,0,0,0,0,0,0
Basidiomycota,Thelephora ganbajun,0,0,0,0,0,0
Basidiomycota,Thelephora terrestris,0,0,0,0,0,0
Ascomycota,Thelocarpon superellum,0,0,0,1,0,0
Ascomycota,Thelonectria olida,0,0,0,1,0,0
Ascomycota,Thielavia terrestris,0,0,0,1,0,0
Ascomycota,Thielaviopsis punctulata,0,0,0,1,0,0
Ascomycota,Thyridium curvatum,0,0,0,1,0,0
Mucoromycota,Tieghemiomyces parasiticus,0,0,0,0,0,0
Basidiomycota,Tilletia caries,0,0,0,0,0,0
Basidiomycota,Tilletia controversa,0,0,0,0,0,0
Basidiomycota,Tilletia horrida,0,0,0,0,0,0
Basidiomycota,Tilletia indica,0,1,0,0,0,0
Basidiomycota,Tilletia laevis,0,0,0,0,0,0
Basidiomycota,Tilletia walkeri,0,1,0,0,0,0
Basidiomycota,Tilletiaria anomala,0,0,0,0,0,0
Ascomycota,Tolypocladium capitatum,0,0,0,1,0,0
Ascomycota,Tolypocladium ophioglossoides,0,0,0,0,0,0
Ascomycota,Tolypocladium paradoxum,0,0,0,1,0,0
Ascomycota,Torrubiella hemipterigena,0,0,0,1,0,0
Ascomycota,Torulaspora globosa,0,1,0,0,1,0
Ascomycota,Tothia fuscella,0,0,0,1,0,0
Microsporidia,Trachipleistophora hominis,0,0,0,0,0,0
Basidiomycota,Trametes cinnabarina,0,0,0,0,0,0
Basidiomycota,Trametes coccinea,0,0,0,0,0,0
Basidiomycota,Trametes cubensis,0,0,0,0,0,0
Basidiomycota,Trametes pubescens,0,0,0,0,0,0
Basidiomycota,Trametes sanguinea,0,0,0,0,0,0
Basidiomycota,Trametes versicolor,0,0,0,0,0,0
Ascomycota,Trematosphaeria pertusa,0,0,0,1,0,0
Basidiomycota,Tremellales sp.,0,0,0,0,0,0
Ascomycota,Triangularia setosa,0,0,0,1,0,0
Ascomycota,Triangularia verruculosa,0,0,0,1,0,0
Ascomycota,Trichocladium antarcticum,0,0,0,1,0,0
Ascomycota,Trichodelitschia bisporula,0,0,0,1,0,0
Ascomycota,Trichoderma aggressivum,0,0,0,1,0,0
Ascomycota,Trichoderma arundinaceum,0,0,0,1,0,0
Ascomycota,Trichoderma breve,0,0,0,1,0,0
Ascomycota,Trichoderma citrinoviride,0,0,0,1,0,0
Ascomycota,Trichoderma cornu damae,0,0,0,1,0,0
Ascomycota,Trichoderma gamsii,0,0,0,1,0,0
Ascomycota,Trichoderma guizhouense,0,0,0,1,0,0
Ascomycota,Trichoderma lentiforme,0,0,0,1,0,0
Ascomycota,Trichoderma parareesei,0,0,0,1,0,0
Ascomycota,Trichoderma reesei,0,0,0,0,0,0
Ascomycota,Trichoderma semiorbis,0,0,0,1,0,0
Ascomycota,Trichoderma simmonsii,0,0,0,1,0,0
Ascomycota,Trichoderma sp.,0,0,0,1,0,0
Ascomycota,Trichoderma virens,0,0,0,1,0,0
Ascomycota,Trichoglossum hirsutum,0,0,0,1,0,0
Basidiomycota,Tricholomella constricta,0,0,0,0,0,0
Ascomycota,Trichomonascus ciferrii,0,0,0,0,0,0
Ascomycota,Trichophyton interdigitale,0,0,0,1,0,0
Ascomycota,Trichophyton mentagrophytes,0,0,0,1,1,0
Ascomycota,Trichophyton verrucosum,0,0,0,1,0,1
Ascomycota,Trichophyton violaceum,0,0,0,1,0,1
Ascomycota,Trichothecium roseum,0,0,0,1,0,0
Ascomycota,Truncatella angustata,0,0,0,1,0,0
Ascomycota,Tuber aestivum,0,0,0,0,0,0
Ascomycota,Tuber borchii,0,1,0,1,0,0
Ascomycota,Tuber magnatum,0,1,1,1,0,0
Ascomycota,Tuber melanosporum,0,0,0,0,0,0
Microsporidia,Tubulinosema ratisbonensis,0,0,0,0,0,0
Basidiomycota,Tulasnella calospora,0,0,0,0,0,0
Basidiomycota,Tulasnella sp.,0,0,0,0,0,0
Basidiomycota,Tulosesus angulatus,0,0,0,0,0,0
Mucoromycota,Umbelopsis ramanniana,0,0,1,0,0,0
Mucoromycota,Umbelopsis vinacea,0,0,0,0,0,0
Ascomycota,Uncinocarpus reesii,0,0,0,1,0,0
Ascomycota,Uncinula necator,0,0,0,1,0,0
Ascomycota,Ustilaginoidea virens,0,0,0,0,0,0
Basidiomycota,Ustilago bromivora,0,0,0,0,0,0
Basidiomycota,Ustilago hordei,0,0,0,0,0,0
Basidiomycota,Ustilago sp.,0,0,0,0,0,0
Basidiomycota,Ustilago trichophora,0,0,0,0,0,0
Microsporidia,Vairimorpha apis,0,0,0,0,0,0
Microsporidia,Vairimorpha ceranae,0,0,0,0,0,0
Microsporidia,Vairimorpha necatrix,0,0,0,0,0,0
Ascomycota,Valsa mali,0,0,0,1,0,0
Basidiomycota,Vanrija humicola,0,0,0,0,0,0
Basidiomycota,Vanrija pseudolonga,0,0,0,0,0,0
Basidiomycota,Vararia minispora,0,0,0,0,0,0
Microsporidia,Vavraia culicis,0,0,0,0,0,0
Ascomycota,Venturia effusa,0,0,0,1,0,0
Ascomycota,Venturia inaequalis,0,0,0,1,0,0
Ascomycota,Venturia nashicola,0,0,0,1,0,0
Ascomycota,Venustampulla echinocandica,0,1,0,1,0,0
Ascomycota,Vermiconidia calcicola,0,0,0,1,0,0
Ascomycota,Verruconis gallopava,0,0,0,1,0,0
Ascomycota,Verticillium alfalfae,0,0,0,0,0,0
Ascomycota,Verticillium dahliae,0,0,0,1,0,0
Ascomycota,Verticillium longisporum,0,0,0,1,1,0
Ascomycota,Verticillium nonalfalfae,0,0,0,1,0,0
Basidiomycota,Violaceomyces palustris,0,0,0,0,0,0
Ascomycota,Viridothelium virens,0,0,0,1,0,0
Basidiomycota,Wallemia hederae,0,0,0,0,0,0
Basidiomycota,Wallemia ichthyophaga,0,0,0,0,0,0
Ascomycota,Westerdykella ornata,0,0,0,1,0,0
Ascomycota,Wickerhamiella sorbophila,0,0,0,0,0,0
Ascomycota,Wickerhamomyces ciferrii,1,0,0,1,1,0
Ascomycota,Wickerhamomyces mucosus,0,1,0,0,1,0
Ascomycota,Wickerhamomyces pijperi,0,0,0,0,1,0
Basidiomycota,Wolfiporia cocos,0,0,0,0,0,0
Basidiomycota,Xanthophyllomyces dendrorhous,0,0,0,0,0,0
Ascomycota,Xylaria arbuscula,0,0,0,1,0,0
Ascomycota,Xylaria bambusicola,0,0,0,1,0,0
Ascomycota,Xylaria curta,0,0,1,1,0,0
Ascomycota,Xylaria flabelliformis,0,0,0,1,0,0
Ascomycota,Xylaria grammica,0,1,0,1,0,0
Ascomycota,Xylaria hypoxylon,0,0,0,1,0,0
Ascomycota,Xylaria multiplex,0,0,0,1,0,0
Ascomycota,Xylariales sp.,0,1,0,1,0,0
Ascomycota,Xylona heveae,0,0,0,1,0,0
Ascomycota,Yarrowia lipolytica,0,0,0,0,0,0
Ascomycota,Yarrowia sp.,0,0,0,0,0,0
Ascomycota,Zalaria obscura,0,0,0,1,0,0
Ascomycota,Zalerion maritima,0,0,0,1,0,0
Mucoromycota,Zancudomyces culisetae,0,0,0,0,0,0
Ascomycota,Zygosaccharomyces bailii,0,0,0,0,0,0
Ascomycota,Zygosaccharomyces mellis,0,0,0,0,1,0
Ascomycota,Zygosaccharomyces parabailii,0,1,0,1,1,0
Ascomycota,Zygotorulaspora mrakii,0,1,0,0,1,0
Ascomycota,Zymoseptoria brevis,0,0,0,1,0,0
Ascomycota,Zymoseptoria tritici,0,0,0,1,0,0
